Gene 1,Gene 2,Gene 3,Gene 4,Gene 5,Gene 6,Gene 7,Gene 8,Gene 9,Gene 10,Gene 11,Gene 12,Gene 13,Gene 14,Gene 15,Gene 16,Gene 17,Gene 18,Gene 19,Gene 20,Gene 21,Gene 22,Gene 23,Gene 24,Gene 25,Gene 26,Gene 27,Gene 28,Gene 29,Gene 30,Gene 31,Gene 32,Gene 33,Gene 34,Gene 35,Gene 36,Gene 37,Gene 38,Gene 39,Gene 40,Gene 41,Gene 42,Gene 43,Gene 44,Gene 45,Gene 46,Gene 47,Gene 48,Gene 49,Gene 50,Gene 51,Gene 52,Gene 53,Gene 54,Gene 55,Gene 56,Gene 57,Gene 58,Gene 59,Gene 60,Gene 61,Gene 62,Gene 63,Gene 64,Gene 65,Gene 66,Gene 67,Gene 68,Gene 69,Gene 70,Gene 71,Gene 72,Gene 73,Gene 74,Gene 75,Gene 76,Gene 77,Gene 78,Gene 79,Gene 80,Gene 81,Gene 82,Gene 83,Gene 84,Gene 85,Gene 86,Gene 87,Gene 88,Gene 89,Gene 90,Gene 91,Gene 92,Gene 93,Gene 94,Gene 95,Gene 96,Gene 97,Gene 98,Gene 99,Gene 100,Gene 101,Gene 102,Gene 103,Gene 104,Gene 105,Gene 106,Gene 107,Gene 108,Gene 109,Gene 110,Gene 111,Gene 112,Gene 113,Gene 114,Gene 115,Gene 116,Gene 117,Gene 118,Gene 119,Gene 120,Gene 121,Gene 122,Gene 123,Gene 124,Gene 125,Gene 126,Gene 127,Gene 128,Gene 129,Gene 130,Gene 131,Gene 132,Gene 133,Gene 134,Gene 135,Gene 136,Gene 137,Gene 138,Gene 139,Gene 140,Gene 141,Gene 142,Gene 143,Gene 144,Gene 145,Gene 146,Gene 147,Gene 148,Gene 149,Gene 150,Gene 151,Gene 152,Gene 153,Gene 154,Gene 155,Gene 156,Gene 157,Gene 158,Gene 159,Gene 160,Gene 161,Gene 162,Gene 163,Gene 164,Gene 165,Gene 166,Gene 167,Gene 168,Gene 169,Gene 170,Gene 171,Gene 172,Gene 173,Gene 174,Gene 175,Gene 176,Gene 177,Gene 178,Gene 179,Gene 180,Gene 181,Gene 182,Gene 183,Gene 184,Gene 185,Gene 186,Gene 187,Gene 188,Gene 189,Gene 190,Gene 191,Gene 192,Gene 193,Gene 194,Gene 195,Gene 196,Gene 197,Gene 198,Gene 199,Gene 200,Gene 201,Gene 202,Gene 203,Gene 204,Gene 205,Gene 206,Gene 207,Gene 208,Gene 209,Gene 210,Gene 211,Gene 212,Gene 213,Gene 214,Gene 215,Gene 216,Gene 217,Gene 218,Gene 219,Gene 220,Gene 221,Gene 222,Gene 223,Gene 224,Gene 225,Gene 226,Gene 227,Gene 228,Gene 229,Gene 230,Gene 231,Gene 232,Gene 233,Gene 234,Gene 235,Gene 236,Gene 237,Gene 238,Gene 239,Gene 240,Gene 241,Gene 242,Gene 243,Gene 244,Gene 245,Gene 246,Gene 247,Gene 248,Gene 249,Response
67.9522,19.5955,44.722,105.879,48.3567,58.9446,49.7789,81.2266,49.3048,46.6184,60.8409,33.66,50.095,72.0609,82.4908,66.2139,44.8801,59.8927,20.8597,56.8902,60.6829,53.7296,63.3694,57.2063,53.5716,58.1544,40.2972,64.0015,37.2947,44.722,128.635,73.0091,67.004,39.033,46.9344,24.9685,67.3201,94.5009,49.7789,45.9862,251.581,72.8511,46.4603,20.0696,112.99,28.4451,75.3795,54.5198,29.8674,51.8333,44.2479,40.7713,38.0848,34.9243,13.1164,51.0432,64.9496,51.0432,34.2921,50.411,161.821,53.2556,25.6006,701.488,28.129,51.8333,28.4451,110.62,61.9471,47.2505,47.2505,54.9939,35.2403,31.9217,19.2795,65.4237,42.6677,66.846,87.5477,79.4883,30.1834,56.8902,126.739,73.3251,75.8536,47.2505,81.7007,42.6677,53.0975,52.1494,46.1443,30.0254,45.1961,72.377,65.1077,48.1986,65.1077,54.0457,50.8851,31.9217,98.9257,83.439,22.44,42.8257,65.1077,58.4705,58.9446,45.6702,49.3048,56.5741,66.3719,49.7789,67.162,83.597,50.095,48.0406,30.9736,23.7043,68.2682,91.9725,33.344,59.8927,50.8851,47.2505,89.286,96.3973,44.0899,53.7296,31.2896,60.8409,53.8877,75.2215,66.0558,56.2581,43.1417,37.7688,127.845,104.457,67.4781,33.9761,35.3983,66.0558,40.9293,22.5981,56.4161,80.1204,29.7093,31.7637,154.078,75.5375,48.5147,52.9395,48.6727,57.8384,57.3643,38.875,35.8724,43.2998,68.1102,31.7637,55.4679,85.9674,55.626,63.0533,59.5767,59.2606,20.8597,77.908,45.0381,57.3643,66.846,80.1204,73.9573,53.5716,79.6463,41.8775,62.4212,27.0228,40.4553,48.6727,35.8724,57.5223,38.4009,94.1849,97.3455,21.8079,23.8623,54.0457,48.1986,36.3465,119.944,132.428,48.6727,70.0066,65.5818,29.8674,44.406,114.571,28.9192,52.9395,31.6057,37.7688,35.5564,40.9293,82.1747,48.5147,66.0558,52.7815,45.6702,80.1204,30.9736,70.4806,69.5325,57.5223,48.8308,63.0533,56.5741,60.5249,63.8434,35.8724,46.1443,43.2998,51.6753,66.688,77.5919,70.9547,82.4908,84.7032,51.5172,58.6285,45.9862,42.0355,53.8877,66.5299,34.7662,30.1834,81.5426,51.0432,53.5716,199.274,169.88,60.5249,139.697,103.983,46.9344,69.8485,84.3871,63.3694,36.8206,1
117.922,73.7015,74.5686,77.1698,65.0307,56.36,70.2332,57.2271,54.6258,60.6954,45.088,132.663,38.1514,31.2148,55.4929,54.6258,44.2209,61.5624,39.0184,54.6258,105.783,65.8978,62.4295,54.6258,69.3661,89.3089,33.816,55.4929,40.7526,40.7526,40.7526,22.544,71.9674,56.36,187.289,65.8978,49.4234,65.0307,71.9674,50.2904,321.685,81.5052,25.1452,48.5563,114.454,39.8855,98.8467,46.8221,56.36,54.6258,91.9101,44.2209,188.156,32.9489,118.789,53.7587,62.4295,71.1003,42.4868,41.6197,87.5747,33.816,41.6197,53.7587,333.824,124.859,50.2904,120.524,80.6381,45.088,78.904,108.385,86.7077,353.767,29.4806,82.3723,183.82,86.7077,111.853,46.8221,40.7526,71.9674,108.385,39.0184,66.7649,83.2393,65.8978,48.5563,37.2843,71.9674,52.0246,32.0818,95.3784,47.6892,23.4111,55.4929,53.7587,44.2209,68.499,39.0184,127.46,164.745,130.061,32.9489,117.922,41.6197,71.1003,45.9551,61.5624,55.4929,104.049,45.9551,72.8344,58.9612,49.4234,65.0307,42.4868,3250.67,45.088,245.383,359.837,57.2271,62.4295,77.1698,69.3661,68.499,39.8855,36.4172,123.125,37.2843,64.1637,88.4418,43.3538,76.3027,52.8917,58.0941,69.3661,48.5563,88.4418,58.0941,29.4806,40.7526,37.2843,36.4172,81.5052,60.6954,71.1003,32.9489,115.321,42.4868,53.7587,70.2332,55.4929,67.632,37.2843,35.5501,43.3538,55.4929,71.9674,40.7526,46.8221,74.5686,42.4868,76.3027,52.8917,65.0307,601.751,106.65,38.1514,49.4234,54.6258,54.6258,49.4234,74.5686,92.7772,53.7587,39.0184,45.088,32.0818,40.7526,80.6381,69.3661,45.088,81.5052,206.364,117.055,78.0369,42.4868,61.5624,34.6831,78.904,196.826,64.1637,92.7772,115.321,41.6197,36.4172,111.853,97.9797,272.262,57.2271,26.8794,853.203,42.4868,162.143,45.088,72.8344,73.7015,91.043,397.121,98.8467,32.0818,37.2843,40.7526,39.8855,82.3723,39.0184,58.0941,65.0307,46.8221,50.2904,60.6954,43.3538,44.2209,94.5113,83.2393,85.8406,183.82,51.1575,112.72,85.8406,73.7015,48.5563,57.2271,52.0246,30.3477,65.0307,47.6892,41.6197,44.2209,71.9674,70.2332,54.6258,37.2843,47.6892,76.3027,65.8978,58.0941,72.8344,0
64.1133,30.4634,81.8306,119.049,61.6916,68.1921,54.2988,137.914,48.1806,39.8956,123.256,46.3961,50.6024,110.892,56.0833,50.4749,24.4727,57.7403,20.0115,41.935,99.0379,49.8376,43.4645,57.7403,41.1702,88.9684,33.5225,41.2977,47.9257,37.0914,60.2895,95.3415,33.0126,21.796,108.98,16.5701,48.0532,50.7299,65.8978,48.563,149.385,65.0056,54.2988,59.5247,15.4229,23.8354,79.6637,30.2085,53.4066,42.4448,53.9164,22.3058,22.5608,41.68,10.9617,61.0543,65.2605,48.1806,22.1784,78.2616,207.763,31.9929,41.8075,695.815,26.0022,52.7692,36.709,102.862,23.8354,47.0335,71.6336,59.1423,22.0509,14.6581,174.113,124.148,105.793,55.4459,62.8387,61.0543,81.0658,53.6615,113.569,41.0427,20.9038,61.0543,50.3475,42.3174,41.2977,107.323,53.7889,53.0242,30.2085,73.5455,35.1795,38.1111,78.8989,85.0171,99.4203,28.1691,115.098,252.12,51.3672,38.2386,81.1933,55.4459,33.0126,66.2802,71.5061,51.6221,54.1713,54.5537,67.8097,51.6221,46.0138,29.1888,23.1981,23.1981,72.2709,130.521,15.2954,62.5838,45.1215,23.5805,39.5132,52.0045,88.3311,56.5931,39.2583,39.1308,52.1319,119.177,78.5165,17.4623,27.1494,48.3081,48.0532,146.836,71.2512,65.0056,57.7403,86.8016,41.935,46.0138,70.4865,70.2315,31.2282,42.3174,73.4181,42.4448,32.7577,202.664,30.9732,41.935,71.7611,52.1319,38.4935,44.1018,100.058,31.6106,46.906,91.3902,31.8655,119.432,92.4099,41.5526,57.6128,49.8376,32.2479,58.3776,56.3382,35.6893,134.982,73.2906,70.1041,56.9755,48.4355,33.5225,62.8387,30.081,34.6696,60.162,45.7588,84.6347,89.2234,35.8168,23.7079,35.8168,83.615,33.5225,37.9837,16.1877,61.6916,84.1249,48.8179,28.1691,24.6002,60.6719,15.4229,18.2271,61.9465,28.2965,32.2479,57.2304,58.6325,39.7681,28.6789,46.906,35.052,131.031,26.5121,52.2594,41.935,35.1795,36.3266,60.2895,120.579,46.5236,76.987,26.767,18.2271,30.9732,50.3475,120.452,56.3382,79.9186,47.7982,57.1029,51.7495,150.15,79.2813,20.5214,43.2096,46.6511,42.6997,46.6511,62.9662,77.6243,114.716,45.1215,34.2873,43.7194,34.2873,36.964,37.8562,44.1018,75.4575,66.1527,29.3162,1
62.6029,52.7183,49.4234,59.308,49.4234,36.2438,65.8978,49.4234,49.4234,59.308,39.5387,59.308,52.7183,26.3591,42.8336,46.1285,46.1285,62.6029,49.4234,49.4234,69.1927,52.7183,56.0131,88.9621,26.3591,52.7183,46.1285,69.1927,29.654,29.654,69.1927,39.5387,69.1927,82.3723,59.308,32.9489,46.1285,49.4234,46.1285,46.1285,112.026,105.437,56.0131,46.1285,42.8336,36.2438,62.6029,49.4234,49.4234,26.3591,46.1285,39.5387,52.7183,65.8978,16.4745,59.308,52.7183,32.9489,32.9489,59.308,56.0131,46.1285,75.7825,79.0774,62.6029,62.6029,36.2438,79.0774,39.5387,39.5387,52.7183,36.2438,46.1285,49.4234,19.7693,42.8336,82.3723,62.6029,42.8336,39.5387,39.5387,29.654,82.3723,62.6029,39.5387,65.8978,62.6029,46.1285,69.1927,62.6029,36.2438,52.7183,46.1285,69.1927,42.8336,32.9489,59.308,36.2438,72.4876,49.4234,92.2569,121.911,46.1285,42.8336,62.6029,29.654,46.1285,52.7183,42.8336,36.2438,59.308,36.2438,36.2438,52.7183,46.1285,29.654,36.2438,23.0642,49.4234,52.7183,39.5387,65.8978,65.8978,42.8336,52.7183,46.1285,49.4234,32.9489,65.8978,42.8336,42.8336,69.1927,46.1285,23.0642,36.2438,62.6029,59.308,46.1285,49.4234,65.8978,49.4234,52.7183,52.7183,49.4234,46.1285,88.9621,32.9489,36.2438,82.3723,65.8978,46.1285,65.8978,72.4876,75.7825,49.4234,46.1285,39.5387,62.6029,85.6672,52.7183,42.8336,95.5518,46.1285,65.8978,65.8978,42.8336,112.026,36.2438,59.308,56.0131,42.8336,39.5387,39.5387,72.4876,42.8336,42.8336,46.1285,52.7183,59.308,16.4745,42.8336,39.5387,39.5387,79.0774,112.026,42.8336,52.7183,39.5387,56.0131,36.2438,79.0774,39.5387,112.026,82.3723,62.6029,23.0642,42.8336,72.4876,39.5387,29.654,29.654,59.308,82.3723,69.1927,62.6029,79.0774,46.1285,56.0131,49.4234,46.1285,75.7825,69.1927,52.7183,49.4234,69.1927,102.142,62.6029,46.1285,65.8978,36.2438,39.5387,56.0131,46.1285,39.5387,72.4876,62.6029,49.4234,88.9621,52.7183,49.4234,32.9489,59.308,36.2438,72.4876,39.5387,46.1285,72.4876,49.4234,56.0131,56.0131,52.7183,42.8336,23.0642,49.4234,69.1927,49.4234,46.1285,65.8978,26.3591,1
61.0165,48.8132,76.8808,147.66,51.2539,67.1181,71.9995,63.4572,52.4742,57.3555,43.9319,43.9319,48.8132,40.2709,43.9319,47.5929,53.6945,32.9489,136.677,63.4572,136.677,70.7791,59.7962,70.7791,54.9148,102.508,46.3725,50.0335,57.3555,56.1352,46.3725,36.6099,51.2539,43.9319,139.118,65.8978,26.8473,76.8808,84.2028,56.1352,130.575,91.5247,47.5929,67.1181,30.5082,36.6099,65.8978,59.7962,63.4572,82.9824,68.3385,62.2368,61.0165,57.3555,46.3725,78.1011,62.2368,63.4572,39.0506,62.2368,70.7791,29.2879,59.7962,146.44,47.5929,74.4401,63.4572,100.067,53.6945,30.5082,47.5929,52.4742,42.7115,35.3896,70.7791,65.8978,161.084,87.8638,80.5418,30.5082,41.4912,40.2709,82.9824,50.0335,48.8132,54.9148,67.1181,48.8132,46.3725,80.5418,57.3555,35.3896,63.4572,67.1181,26.8473,53.6945,46.3725,108.609,58.5758,56.1352,151.321,179.389,70.7791,48.8132,73.2198,50.0335,59.7962,54.9148,57.3555,61.0165,51.2539,52.4742,68.3385,79.3214,45.1522,50.0335,56.1352,40.2709,79.3214,107.389,527.183,57.3555,52.4742,58.5758,86.6434,65.8978,43.9319,52.4742,36.6099,41.4912,58.5758,92.7451,46.3725,35.3896,51.2539,74.4401,56.1352,113.491,78.1011,124.474,45.1522,46.3725,46.3725,52.4742,59.7962,67.1181,34.1692,42.7115,82.9824,52.4742,41.4912,50.0335,90.3044,93.9654,43.9319,51.2539,68.3385,58.5758,63.4572,57.3555,62.2368,103.728,37.8302,71.9995,35.3896,52.4742,64.6775,92.7451,36.6099,42.7115,34.1692,53.6945,37.8302,48.8132,86.6434,51.2539,40.2709,67.1181,52.4742,54.9148,56.1352,51.2539,62.2368,69.5588,124.474,126.914,78.1011,48.8132,29.2879,51.2539,36.6099,59.7962,42.7115,103.728,50.0335,48.8132,46.3725,58.5758,37.8302,31.7286,70.7791,61.0165,128.135,25.6269,100.067,40.2709,47.5929,37.8302,41.4912,85.4231,53.6945,58.5758,47.5929,42.7115,172.067,93.9654,31.7286,56.1352,43.9319,53.6945,45.1522,51.2539,45.1522,90.3044,74.4401,80.5418,62.2368,137.897,46.3725,187.931,67.1181,59.7962,51.2539,98.8467,62.2368,28.0676,111.05,32.9489,51.2539,42.7115,52.4742,67.1181,37.8302,45.1522,48.8132,40.2709,87.8638,86.6434,34.1692,0
180.634,65.5633,113.398,94.6654,73.5915,67.5704,63.8908,61.8837,108.715,47.1654,38.8028,110.387,42.4823,32.7817,47.5,66.2323,49.1725,48.5035,34.4542,66.5668,164.912,66.9013,44.1549,59.8767,42.8169,135.475,44.1549,38.8028,38.1338,43.4859,48.169,24.7535,39.8063,37.4647,67.2358,76.2675,39.1373,109.049,69.2429,59.5422,94.3309,120.757,42.4823,59.8767,97.3414,29.7711,127.113,48.169,95.6689,57.2006,84.6302,36.1267,92.9929,52.8521,57.8697,75.264,62.8873,52.8521,29.4366,62.2182,144.507,36.7957,24.7535,42.4823,25.757,119.753,37.7993,137.482,51.1795,59.2077,63.8908,124.771,111.391,20.4049,20.0704,88.9788,272.288,113.398,122.764,40.8098,45.4929,77.9401,87.9753,44.8239,83.9612,84.9647,86.3027,47.8345,35.4577,80.9506,75.933,42.1478,54.8591,52.8521,32.4472,67.9049,72.9225,46.8309,75.264,34.1197,162.57,257.57,124.102,51.8485,68.9084,44.8239,61.2147,45.1584,82.9577,52.183,126.444,62.8873,72.2534,58.2042,52.5176,65.8978,63.8908,4470.01,42.8169,535.88,73.5915,53.5211,61.8837,57.5352,98.0105,84.2957,45.8274,43.4859,89.3133,61.8837,59.8767,43.8204,46.8309,67.2358,72.9225,46.1619,39.8063,55.8626,67.5704,57.5352,31.1091,56.1971,52.183,22.7465,71.2499,72.9225,62.2182,31.7781,132.465,72.9225,46.8309,67.5704,55.8626,90.3168,32.1126,40.8098,53.8556,47.1654,70.5809,84.9647,49.8415,103.363,43.8204,95.3344,36.1267,54.8591,886.108,159.225,46.8309,49.8415,97.676,50.845,36.1267,69.5774,106.708,55.1936,62.5528,39.1373,29.4366,36.4612,68.5739,44.8239,42.1478,65.8978,213.415,159.894,45.8274,73.257,60.5457,36.7957,47.1654,79.6126,62.2182,179.296,111.725,60.2112,57.2006,91.9893,99.3485,41.8133,56.1971,36.1267,86.6372,45.4929,97.3414,50.845,78.6091,35.4577,70.9154,126.778,151.532,33.1162,43.1514,32.1126,31.7781,138.82,40.4753,74.2605,57.5352,43.4859,40.8098,42.4823,40.8098,50.5105,101.69,71.5844,96.6724,374.982,65.2288,99.3485,84.2957,74.595,43.8204,56.1971,46.1619,29.7711,67.2358,32.7817,48.5035,33.1162,171.602,67.5704,20.7394,37.4647,48.5035,65.8978,132.799,57.2006,41.4788,0
82.8715,70.1412,98.5971,101.093,63.6513,45.4296,66.397,60.1567,74.8839,83.3707,37.6916,104.588,46.9272,22.9644,29.9536,49.673,52.1691,61.6544,36.1939,57.1614,189.207,63.6513,39.4388,62.1536,67.6451,75.8823,60.4063,56.6621,45.9288,49.4234,49.9226,21.9659,60.9056,69.3924,248.115,49.9226,42.9334,70.1412,96.101,51.1707,174.729,97.8483,30.952,41.1861,50.6714,47.9257,75.8823,37.4419,107.084,41.4357,74.6343,37.1923,108.332,37.1923,17.7225,89.3614,101.842,85.118,29.7039,53.1676,77.38,43.9319,52.1691,26.459,263.591,218.911,74.135,115.321,55.6637,35.445,66.397,93.6049,63.1521,18.9706,38.69,59.9071,341.221,97.3491,132.794,47.6761,33.4481,65.6482,86.8653,44.1815,68.6436,83.6203,64.4001,78.8777,36.6931,69.1428,100.594,39.1892,53.4172,76.8808,28.2063,57.411,71.8885,19.969,51.9195,55.9133,117.318,198.942,67.3955,39.9381,97.8483,37.4419,46.6776,86.6157,109.83,40.1877,84.3692,75.3831,81.1242,46.428,90.6095,52.6683,35.6947,702.91,44.4311,307.274,143.527,67.1459,55.6637,57.411,69.3924,57.9102,40.9365,52.9179,50.4218,52.1691,72.3878,58.4094,39.6885,42.1846,70.1412,60.4063,60.9056,28.2063,97.5987,52.9179,36.6931,32.2001,48.4249,15.9752,67.6451,78.3785,138.785,31.9505,113.574,30.2032,51.1707,85.8669,59.9071,71.3893,44.4311,50.921,69.1428,41.4357,65.8978,61.4048,55.6637,70.1412,34.9458,43.4327,62.9025,57.6606,415.356,117.068,48.1753,50.1722,82.3723,52.4187,38.9396,67.6451,54.6652,76.6312,60.1567,34.9458,28.4559,38.9396,44.9303,69.8916,51.1707,83.3707,312.266,105.586,98.3475,49.4234,59.4079,31.9505,54.4156,122.31,60.6559,173.231,91.3583,88.8622,99.8452,114.073,76.6312,139.783,60.1567,154.51,280.565,67.3955,124.557,74.135,42.9334,50.6714,63.9009,187.21,70.3909,33.1985,48.4249,42.6838,36.4435,86.1165,47.4265,49.673,102.341,84.6188,64.4001,37.6916,43.9319,40.6869,97.3491,67.8947,100.594,175.977,87.6141,107.583,52.6683,85.118,49.1738,57.6606,64.8994,33.6978,66.397,49.4234,42.1846,36.9427,204.183,79.3769,89.611,37.9412,61.4048,70.3909,79.3769,72.3878,79.3769,0
103.435,55.888,75.9076,98.4297,64.2295,63.3954,62.5612,65.8978,60.0588,44.2099,45.8782,299.46,36.7026,33.366,35.0343,30.0294,54.2197,45.8782,52.5514,81.7467,92.5906,80.9125,61.7271,73.4052,45.0441,101.766,50.8831,44.2099,45.8782,65.8978,51.7173,30.8635,56.7222,36.7026,43.3758,65.0637,33.366,83.415,60.8929,66.732,43.3758,109.274,43.3758,58.3905,44.2099,42.5416,100.098,64.2295,45.0441,93.4248,64.2295,66.732,40.8733,48.3807,29.1952,58.3905,78.4101,65.0637,44.2099,57.5563,40.0392,30.8635,36.7026,53.3856,43.3758,187.684,54.2197,126.791,45.0441,40.0392,53.3856,48.3807,60.8929,30.8635,32.5318,133.464,139.303,100.098,133.464,46.7124,51.7173,45.8782,68.4003,57.5563,58.3905,59.2246,65.8978,62.5612,44.2099,74.2393,63.3954,36.7026,79.2442,95.0931,21.6879,35.0343,99.2638,37.5367,44.2099,40.0392,165.996,83.415,79.2442,89.254,93.4248,44.2099,67.5661,60.8929,83.415,64.2295,105.103,61.7271,66.732,41.7075,39.205,72.571,37.5367,34.2001,60.8929,75.9076,35.0343,45.8782,54.2197,63.3954,107.605,72.571,64.2295,55.0539,40.8733,43.3758,66.732,52.5514,26.6928,40.0392,60.8929,44.2099,61.7271,75.0735,58.3905,54.2197,46.7124,45.8782,45.8782,39.205,88.4199,90.9223,75.0735,47.5465,81.7467,41.7075,47.5465,80.9125,70.0686,147.644,60.0588,41.7075,49.2148,110.942,50.049,54.2197,77.5759,81.7467,45.0441,67.5661,47.5465,34.2001,90.9223,71.7369,43.3758,43.3758,138.469,45.0441,40.8733,65.8978,79.2442,36.7026,50.8831,54.2197,53.3856,48.3807,68.4003,50.049,55.888,73.4052,65.0637,49.2148,65.0637,51.7173,51.7173,48.3807,48.3807,49.2148,67.5661,140.137,53.3856,57.5563,67.5661,65.0637,115.947,42.5416,53.3856,62.5612,607.261,30.0294,95.9272,45.0441,60.8929,50.8831,69.2344,67.5661,47.5465,50.8831,50.049,39.205,73.4052,92.5906,43.3758,75.0735,60.0588,44.2099,51.7173,37.5367,38.3709,51.7173,40.8733,63.3954,142.64,100.098,45.8782,47.5465,35.0343,59.2246,45.0441,97.5955,50.8831,37.5367,103.435,45.8782,48.3807,38.3709,63.3954,49.2148,46.7124,52.5514,72.571,53.3856,62.5612,106.771,30.0294,0
114.341,65.5056,69.8203,158.076,115.321,63.5443,50.0117,64.1327,44.3241,67.0746,43.9319,50.404,34.3218,31.576,50.9924,88.4521,33.9295,81.7839,30.2032,59.0335,88.0599,67.4668,60.9947,56.2877,51.7769,110.222,51.3846,52.7575,42.9513,43.3435,64.1327,26.2807,39.2249,39.421,29.4187,109.634,66.4862,62.3676,70.6048,40.5978,160.038,92.963,101.592,65.8978,23.1427,35.3024,95.3165,46.8737,28.2419,69.6242,71.7816,41.5784,46.0892,41.9706,20.0047,56.0916,56.2877,50.0117,34.1257,53.3459,99.0429,74.5273,103.75,50.0117,33.5373,111.595,45.1086,122.186,40.4016,72.9583,46.8737,67.0746,41.9706,29.6148,74.3312,124.539,223.386,81.1955,81.3917,65.5056,71.5854,43.3435,181.023,48.4427,56.8761,77.4692,81.7839,57.2683,33.5373,91.5901,64.5249,40.0094,66.2901,69.6242,26.0846,42.1668,73.1544,57.6606,68.8397,29.6148,159.841,109.437,104.142,42.3629,58.0528,36.8714,56.8761,51.5807,75.5079,48.4427,84.3335,65.3094,53.542,65.8978,49.4234,58.249,34.1257,24.1233,33.9295,109.045,18.2396,50.2079,51.1885,51.1885,93.3552,70.8009,52.1691,49.4234,33.9295,55.3071,42.7551,139.837,55.5032,25.3001,38.6365,48.0505,58.0528,33.3412,69.2319,60.7986,40.5978,48.0505,30.9877,34.5179,65.7017,70.6048,32.9489,49.2272,48.4427,71.3893,34.5179,98.6506,72.1738,79.0382,54.3265,39.421,44.3241,46.8737,80.2149,57.6606,53.9342,114.537,36.8714,87.2754,54.1304,54.3265,98.2584,126.696,31.1838,46.8737,84.9219,57.0722,52.3652,59.818,86.687,46.2854,43.7358,49.6195,51.973,39.2249,48.0505,48.2466,43.7358,102.573,95.3165,98.0622,28.2419,41.7745,57.8567,134.934,51.973,52.3652,69.4281,96.4932,84.5296,35.8908,48.835,110.614,31.7722,30.2032,59.2296,42.559,35.6947,42.559,87.0793,53.542,52.3652,70.2126,34.714,84.5296,32.1644,30.7915,44.5203,39.0288,39.8133,70.6048,40.7939,77.273,57.6606,50.404,43.9319,52.5614,41.7745,28.438,55.8955,86.2948,63.5443,138.268,65.5056,106.299,47.4621,47.4621,54.1304,58.8373,46.0892,28.0458,73.9389,55.5032,39.421,37.4598,92.963,64.9172,27.6535,43.7358,50.9924,67.0746,82.9606,68.0552,24.7117,1
70.4114,51.4545,76.7303,69.5087,50.5518,36.1084,69.5087,75.8276,47.8436,56.8707,38.8165,31.5948,49.649,50.5518,40.6219,44.2328,52.3572,46.0382,50.5518,64.0924,52.3572,60.4816,50.5518,67.7032,59.5788,98.3954,56.8707,48.7463,49.649,66.8005,56.8707,54.1626,59.5788,38.8165,59.5788,31.5948,43.3301,54.1626,57.7734,43.3301,96.59,101.104,46.9409,39.7192,52.3572,54.1626,55.0653,61.3843,58.6761,84.8547,46.9409,77.633,43.3301,43.3301,43.3301,66.8005,56.8707,66.8005,47.8436,50.5518,72.2168,45.1355,53.2599,77.633,56.8707,76.7303,49.649,118.255,60.4816,47.8436,68.6059,37.9138,63.1897,31.5948,46.0382,89.3683,86.6601,110.131,39.7192,33.4003,49.649,40.6219,64.9951,59.5788,61.3843,60.4816,74.9249,51.4545,46.0382,83.952,49.649,41.5247,60.4816,62.287,36.1084,39.7192,72.2168,49.649,80.3412,64.9951,111.936,97.4927,36.1084,55.968,58.6761,39.7192,45.1355,47.8436,51.4545,66.8005,72.2168,63.1897,51.4545,45.1355,46.9409,57.7734,53.2599,42.4274,54.1626,71.3141,37.9138,34.303,50.5518,61.3843,114.644,61.3843,57.7734,70.4114,49.649,52.3572,66.8005,86.6601,41.5247,39.7192,45.1355,64.0924,72.2168,73.1195,72.2168,76.7303,54.1626,45.1355,38.8165,52.3572,48.7463,59.5788,50.5518,55.968,34.303,57.7734,37.0111,81.2439,84.8547,77.633,34.303,54.1626,46.9409,70.4114,50.5518,51.4545,57.7734,94.7845,53.2599,59.5788,65.8978,51.4545,233.802,73.1195,43.3301,51.4545,45.1355,55.0653,49.649,58.6761,63.1897,45.1355,40.6219,47.8436,71.3141,34.303,66.8005,28.8867,61.3843,83.0493,65.8978,69.5087,64.9951,55.0653,37.9138,46.0382,66.8005,57.7734,74.9249,95.6872,54.1626,36.1084,53.2599,88.4656,51.4545,55.968,54.1626,71.3141,69.5087,39.7192,79.4385,46.0382,46.0382,41.5247,48.7463,51.4545,74.9249,46.0382,55.968,55.968,57.7734,80.3412,55.0653,57.7734,57.7734,51.4545,57.7734,60.4816,55.0653,50.5518,77.633,81.2439,71.3141,74.9249,46.9409,55.0653,39.7192,50.5518,37.9138,103.812,55.0653,39.7192,80.3412,42.4274,66.8005,51.4545,60.4816,55.0653,33.4003,46.9409,57.7734,46.9409,67.7032,77.633,35.2057,1
